"id","date_created","date_deleted","date_updated","street","house_number","flat_number","zipcode","country","city"
"","17-Sep-2021 13:20:28","","","4775 Lino Junctions","525","673","88818","Guinea","Bernardfort"
"","17-Sep-2021 13:20:28","","","599 Stark Mission","761","620","61998","Liberia","West Erin"
"","17-Sep-2021 13:20:28","","","27362 Bergstrom Cove","140","515","28293","Swaziland","Williamsontown"
"","17-Sep-2021 13:20:28","","","6580 Stamm Crest","805","491","35967","Tanzania","West Luke"
"","17-Sep-2021 13:20:28","","","0975 Horacio Divide","960","865","31735","Niger","West Junko"
"","17-Sep-2021 13:20:28","","","29222 Nelson Hollow","717","175","75662","Bangladesh","Lucianoland"
"","17-Sep-2021 13:20:28","","","5022 Jarvis Drives","665","49","92473","Congo","Whiteport"
"","17-Sep-2021 13:20:28","","","2702 Oberbrunner Brooks","826","34","61088","Kenya","Lake Pabloview"
"","17-Sep-2021 13:20:28","","","1996 Mayer Club","112","321","90070","Honduras","McDermottmouth"
"","17-Sep-2021 13:20:28","","","316 Pouros Spurs","776","474","11906","Sierra Leone","Roccotown"
"","17-Sep-2021 13:20:28","","","3735 Runolfsdottir Motorway","753","886","51096","Reunion","Shanahanton"
"","17-Sep-2021 13:20:28","","","1167 Ortiz Square","49","839","20722","Cuba","East Babette"
"","17-Sep-2021 13:20:28","","","5623 Muller Flats","521","368","24151","Libyan Arab Jamahiriya","Robertsburgh"
"","17-Sep-2021 13:20:28","","","95972 Damion Islands","289","846","72199","Yemen","Port Bernardo"
"","17-Sep-2021 13:20:28","","","69242 Wisozk Summit","175","394","58677","Kuwait","Jacobsonton"
"","17-Sep-2021 13:20:28","","","028 Nichole Pass","206","347","57404","Saint Helena","Lake Hedwig"
"","17-Sep-2021 13:20:28","","","485 Wuckert Way","460","125","87332","Costa Rica","Gorczanyburgh"
"","17-Sep-2021 13:20:28","","","025 Lang Corners","310","808","95297","Yemen","Port Bell"
"","17-Sep-2021 13:20:28","","","52315 Roseann Place","382","358","71275","Antigua and Barbuda","New Thora"
"","17-Sep-2021 13:20:28","","","9564 Alberto Highway","970","657","23046","Iraq","Bettyannton"
"","17-Sep-2021 13:20:28","","","7891 Trista Crescent","240","904","18445","Yemen","South Tommyhaven"
"","17-Sep-2021 13:20:28","","","656 Hagenes Forest","210","228","66811","New Caledonia","North Stacy"
"","17-Sep-2021 13:20:28","","","550 Shanahan Fords","238","338","42613","Heard Island and McDonald Islands","North Fallon"
"","17-Sep-2021 13:20:28","","","0247 Williemae Corners","281","319","89419","Togo","Lake Karamouth"
"","17-Sep-2021 13:20:28","","","1167 Johnny Avenue","508","469","48241","Armenia","Port Pegtown"
"","17-Sep-2021 13:20:28","","","761 Casper Stravenue","878","594","11777","Israel","Libbieview"
"","17-Sep-2021 13:20:28","","","5913 Cartwright Lake","145","645","20155","Tanzania","Quentinchester"
"","17-Sep-2021 13:20:28","","","9278 Lana Estate","56","14","12021","Estonia","Wolfport"
"","17-Sep-2021 13:20:28","","","55149 Arden Village","556","761","38911","Guadeloupe","West Georgia"
"","17-Sep-2021 13:20:28","","","2419 Veum Harbor","513","936","57631","Togo","West Rodrigoland"
"","17-Sep-2021 13:20:28","","","0610 Prince Plains","704","107","52583","Iran","South Cammie"
"","17-Sep-2021 13:20:28","","","317 Champlin Springs","70","112","34522","South Africa","West Endaborough"
"","17-Sep-2021 13:20:28","","","84083 Kautzer Field","761","489","54270","Norway","Carlenetown"
"","17-Sep-2021 13:20:28","","","68833 Prosacco Cape","959","618","23043","Lebanon","South Nancyhaven"
"","17-Sep-2021 13:20:28","","","149 Moore Forges","424","697","93218","Jordan","Lake Carinside"
"","17-Sep-2021 13:20:28","","","7436 Bertram Underpass","299","294","11832","Republic of Korea","East Alec"
"","17-Sep-2021 13:20:28","","","7779 Pok Hollow","750","742","32602","Turks and Caicos Islands","Gorczanyside"
"","17-Sep-2021 13:20:28","","","55508 Predovic Expressway","219","195","23321","Mozambique","Kasandraberg"
"","17-Sep-2021 13:20:28","","","21296 Lawrence Station","515","95","38989","Marshall Islands","New Victor"
"","17-Sep-2021 13:20:28","","","11957 Doyle Canyon","956","934","17844","Lesotho","Shainastad"
"","17-Sep-2021 13:20:28","","","11187 Keeling Mountain","970","365","40628","Guernsey","South Macktown"
"","17-Sep-2021 13:20:28","","","7012 Cassin Plain","788","244","39698","Ethiopia","Reillyshire"
"","17-Sep-2021 13:20:28","","","401 Tomasa Turnpike","647","448","91878","Samoa","Erdmanmouth"
"","17-Sep-2021 13:20:28","","","40861 Nancey Street","968","470","28138","Chile","Meemouth"
"","17-Sep-2021 13:20:28","","","660 Doyle Burg","939","594","84293","Mauritius","Mantehaven"
"","17-Sep-2021 13:20:28","","","413 Ferry Stream","551","63","80762","Marshall Islands","Ellsworthhaven"
"","17-Sep-2021 13:20:28","","","9429 Bergnaum Cove","716","636","89624","Lesotho","Roobbury"
"","17-Sep-2021 13:20:28","","","155 Dach Vista","952","686","52038","Tunisia","West Dungburgh"
"","17-Sep-2021 13:20:28","","","808 Geraldo Creek","707","342","67335","Swaziland","Adolfofort"
"","17-Sep-2021 13:20:28","","","7256 Rau Parks","602","81","42020","Zimbabwe","Douglasport"
"","17-Sep-2021 13:20:28","","","2167 Deanna Island","285","941","84968","Isle of Man","East Jama"
"","17-Sep-2021 13:20:28","","","368 Brooks Plains","54","835","30845","Romania","Feilbury"
"","17-Sep-2021 13:20:28","","","1956 Dante Points","366","259","49905","Rwanda","Port Gregoriostad"
"","17-Sep-2021 13:20:28","","","83608 Kirlin Heights","102","878","28142","Timor-Leste","East Gary"
"","17-Sep-2021 13:20:28","","","0241 Marlyn Bridge","366","656","75865","Madagascar","Port Pamelashire"
"","17-Sep-2021 13:20:28","","","6349 DuBuque Squares","457","83","51910","Venezuela","Ambroseland"
"","17-Sep-2021 13:20:28","","","583 Kulas Glen","286","273","18333","Guadeloupe","Lake Dessieview"
"","17-Sep-2021 13:20:28","","","66588 Hilll Walks","547","609","46524","Sao Tome and Principe","New Raeborough"
"","17-Sep-2021 13:20:28","","","70876 Edwardo Mountains","858","510","87395","Martinique","Dickensburgh"
"","17-Sep-2021 13:20:28","","","905 Barb Stravenue","34","447","89070","Gambia","Carminechester"
"","17-Sep-2021 13:20:28","","","2675 Rolanda Mountains","57","474","10500","Montenegro","North Phyllisville"
"","17-Sep-2021 13:20:28","","","756 Jackson Walk","500","855","88729","Fiji","Alisiabury"
"","17-Sep-2021 13:20:28","","","52638 Bode Knoll","31","57","21380","Belarus","North Jenachester"
"","17-Sep-2021 13:20:28","","","502 Vaughn Plaza","257","304","21981","Norway","Lake Norberto"
"","17-Sep-2021 13:20:28","","","5027 Wiza Estate","974","51","54129","Estonia","Port Monika"
"","17-Sep-2021 13:20:28","","","91878 Luigi Parkway","332","686","19747","El Salvador","Janeehaven"
"","17-Sep-2021 13:20:28","","","5457 Yvone Estates","933","764","79806","Nigeria","East Bretton"
"","17-Sep-2021 13:20:28","","","96094 Streich Fort","690","240","29052","Northern Mariana Islands","Port Eugenio"
"","17-Sep-2021 13:20:28","","","1331 Turner Hills","213","447","90274","Venezuela","Venettafurt"
"","17-Sep-2021 13:20:28","","","3432 Allene Extension","263","427","92869","Sweden","Mooreburgh"
"","17-Sep-2021 13:20:28","","","67762 Weissnat Radial","716","788","71382","United States Minor Outlying Islands","Wolffmouth"
"","17-Sep-2021 13:20:28","","","844 King Loop","364","729","56397","Virgin Islands, British","Boehmtown"
"","17-Sep-2021 13:20:28","","","63810 Cathie Fords","264","538","40742","Barbados","New Harlandbury"
"","17-Sep-2021 13:20:28","","","11352 Beatrice Mill","368","893","69950","Saint Pierre and Miquelon","Kizziechester"
"","17-Sep-2021 13:20:28","","","57344 Myung Place","330","729","55087","Norway","North Awilda"
"","17-Sep-2021 13:20:28","","","5203 Deckow Oval","440","175","15419","Azerbaijan","Hoegerburgh"
"","17-Sep-2021 13:20:28","","","321 Dare Stravenue","545","945","41155","Sweden","Ashaton"
"","17-Sep-2021 13:20:28","","","975 Lashawna Islands","460","773","76464","Congo","West Reyshire"
"","17-Sep-2021 13:20:28","","","81069 Cristal Fork","770","505","36682","Mongolia","North Sherwoodhaven"
"","17-Sep-2021 13:20:28","","","7781 Gracia Meadow","910","154","80339","Maldives","Lake Delmarside"
"","17-Sep-2021 13:20:28","","","5380 Ziemann Junctions","375","456","79807","Guernsey","Lake Devinfort"
"","17-Sep-2021 13:20:28","","","6580 Breanna Lodge","572","293","49830","Malawi","Rosenbaumfurt"
"","17-Sep-2021 13:20:28","","","38786 September Ridge","892","62","92375","Kazakhstan","Lehnerland"
"","17-Sep-2021 13:20:28","","","26078 Andree Light","701","425","81279","Uganda","New Marcie"
"","17-Sep-2021 13:20:28","","","71503 Rempel Glen","79","617","35061","Malaysia","South Jannetteport"
"","17-Sep-2021 13:20:28","","","8674 Marvin Gateway","405","480","26569","Sri Lanka","Grahamtown"
"","17-Sep-2021 13:20:28","","","338 Schumm Ranch","771","33","98658","Saint Barthelemy","South Teressaside"
"","17-Sep-2021 13:20:28","","","6481 McGlynn Ports","400","961","92382","Antigua and Barbuda","New Elliotborough"
"","17-Sep-2021 13:20:28","","","278 Osinski Village","50","543","96894","Brunei Darussalam","Victorchester"
"","17-Sep-2021 13:20:28","","","91135 Jenkins Burgs","243","327","49679","Colombia","Blandamouth"
"","17-Sep-2021 13:20:28","","","98163 Dach View","614","723","14423","El Salvador","East Santiagomouth"
"","17-Sep-2021 13:20:28","","","78885 Bogan Plains","777","351","79637","Gibraltar","Paulitafort"
"","17-Sep-2021 13:20:28","","","4713 Stroman Inlet","141","218","19931","Iceland","Port Jarretttown"
"","17-Sep-2021 13:20:28","","","102 Wilber Trace","10","175","23703","Malaysia","South Cammieport"
"","17-Sep-2021 13:20:28","","","5874 Aufderhar Flat","817","44","96876","Niue","Junestad"
"","17-Sep-2021 13:20:28","","","49899 Malena Alley","388","885","77933","Fiji","Markschester"
"","17-Sep-2021 13:20:28","","","483 Paucek Fords","326","5","75688","South Georgia and the South Sandwich Islands","New Nathaniel"
"","17-Sep-2021 13:20:28","","","3069 Tromp Corners","476","731","13064","Barbados","East Denver"
"","17-Sep-2021 13:20:28","","","3203 Myra Tunnel","392","779","58837","Tajikistan","New Robtton"
"","17-Sep-2021 13:20:28","","","03189 Joesph Lake","134","128","91757","Tunisia","East Deloiseview"
"","17-Sep-2021 13:20:28","","","0481 Houston Pines","454","817","68779","Bouvet Island (Bouvetoya)","Lake Suzetteside"
"","17-Sep-2021 13:20:28","","","8547 Elmo Glens","81","547","90950","Malawi","Donnellyside"
"","17-Sep-2021 13:20:28","","","7863 Xiao Mountain","572","146","69783","Jersey","Kuvalisberg"
"","17-Sep-2021 13:20:28","","","07730 Schaden Parkways","804","686","71858","Svalbard & Jan Mayen Islands","Conroyhaven"
"","17-Sep-2021 13:20:28","","","132 Mickey Shoals","869","860","33863","Saint Kitts and Nevis","North Franchesca"
"","17-Sep-2021 13:20:28","","","1983 Lesley Square","363","512","94446","Myanmar","Tresaland"
"","17-Sep-2021 13:20:28","","","81979 Li Rapids","118","629","76600","Montenegro","Port Jonathanfurt"
"","17-Sep-2021 13:20:28","","","595 Devon Road","867","606","46585","Cape Verde","Johnstonhaven"
"","17-Sep-2021 13:20:28","","","29587 Matthew Wall","328","26","73781","Saint Martin","Monahanview"
"","17-Sep-2021 13:20:28","","","114 Bergnaum Trail","358","940","87837","Saint Vincent and the Grenadines","South Yael"
"","17-Sep-2021 13:20:28","","","65232 Tanja Plaza","638","742","32990","Romania","South Cindie"
"","17-Sep-2021 13:20:28","","","2829 Zboncak Hills","925","736","19748","Belize","Ezekielville"
"","17-Sep-2021 13:20:28","","","429 Murphy Green","684","858","74868","Palestinian Territory","O'Connermouth"
"","17-Sep-2021 13:20:28","","","961 Ellan Valleys","645","457","99590","Bosnia and Herzegovina","Delberg"
"","17-Sep-2021 13:20:28","","","9308 Agatha Keys","503","441","39735","Heard Island and McDonald Islands","Waldochester"
"","17-Sep-2021 13:20:28","","","755 Hane Valleys","539","911","33789","Malta","East Wiltonside"
"","17-Sep-2021 13:20:28","","","410 O'Conner Turnpike","145","951","90763","Nicaragua","East Vonhaven"
"","17-Sep-2021 13:20:28","","","15910 Ward Gardens","535","667","43374","Dominican Republic","Port Ahmadburgh"
"","17-Sep-2021 13:20:28","","","5784 Arnoldo Views","772","212","45883","Heard Island and McDonald Islands","Sawaynberg"
"","17-Sep-2021 13:20:28","","","19325 Travis Vista","624","703","44492","United States Minor Outlying Islands","Kreigerberg"
"","17-Sep-2021 13:20:28","","","8012 Valentin Forest","123","479","52555","India","Lashondaland"
"","17-Sep-2021 13:20:28","","","149 Albina Track","638","110","80750","Vanuatu","North Stevie"
"","17-Sep-2021 13:20:28","","","86679 Reuben Falls","668","55","23482","Jordan","Donside"
"","17-Sep-2021 13:20:28","","","077 Steuber Heights","861","19","18537","Sri Lanka","Stammshire"
"","17-Sep-2021 13:20:28","","","988 Roosevelt Harbors","605","720","71712","Latvia","Runolfsdottirberg"
"","17-Sep-2021 13:20:28","","","94743 Gusikowski Landing","235","463","71639","Faroe Islands","Kemmerberg"
"","17-Sep-2021 13:20:28","","","04620 Etha Spurs","947","878","70096","Cameroon","Port Alyssaburgh"
"","17-Sep-2021 13:20:28","","","26502 Kanesha Flats","944","584","82748","Bahrain","Manualville"
"","17-Sep-2021 13:20:28","","","0082 Dickinson Neck","212","962","90371","Lesotho","Jacquelinhaven"
"","17-Sep-2021 13:20:28","","","54163 Block Circles","964","756","78135","Nepal","South Colleneville"
"","17-Sep-2021 13:20:28","","","7101 Elden Ways","253","905","68687","Ghana","Kingburgh"
"","17-Sep-2021 13:20:28","","","74254 Kemmer Mountains","431","597","97461","United States Minor Outlying Islands","Brakusside"
"","17-Sep-2021 13:20:28","","","24677 Welch Hill","446","568","74494","Myanmar","West Henry"
"","17-Sep-2021 13:20:28","","","880 Veum Locks","973","609","27888","Guatemala","Jerryville"
"","17-Sep-2021 13:20:28","","","75395 Collins View","804","106","96253","Vanuatu","Brakusmouth"
"","17-Sep-2021 13:20:28","","","448 Devon Ranch","102","322","40257","Netherlands Antilles","Carrollside"
"","17-Sep-2021 13:20:28","","","7731 Klocko Isle","741","429","38337","Greenland","Trompmouth"
"","17-Sep-2021 13:20:28","","","51399 Schneider Route","614","723","82095","Palau","Herzogland"
"","17-Sep-2021 13:20:28","","","025 Hermann Place","253","64","82136","Thailand","West Rooseveltside"
"","17-Sep-2021 13:20:28","","","137 Jazmin Oval","117","409","87918","Democratic People's Republic of Korea","Grantshire"
"","17-Sep-2021 13:20:28","","","9121 Hermann Shoal","620","114","11587","Germany","East Frank"
"","17-Sep-2021 13:20:28","","","4236 Sona Turnpike","953","498","70528","Faroe Islands","Ulyssesview"
"","17-Sep-2021 13:20:28","","","9197 Chi Vista","86","836","77276","Bosnia and Herzegovina","East Robin"
"","17-Sep-2021 13:20:28","","","8920 Wunsch Well","290","189","30851","Sao Tome and Principe","Sonfurt"
"","17-Sep-2021 13:20:28","","","2388 Huels Springs","390","159","68508","Malaysia","Madlynport"
"","17-Sep-2021 13:20:28","","","99586 Bins Parkways","436","389","98730","Cayman Islands","New Eleanor"
"","17-Sep-2021 13:20:28","","","436 Lemuel Lights","439","593","18056","Comoros","Lake Nidia"
"","17-Sep-2021 13:20:28","","","1682 Weissnat Gardens","589","416","63992","Virgin Islands, British","North Leilaniburgh"
"","17-Sep-2021 13:20:28","","","7427 Elvia Gardens","938","612","87320","Svalbard & Jan Mayen Islands","Hoppefort"
"","17-Sep-2021 13:20:28","","","13038 Dalene Squares","107","64","46663","Timor-Leste","Port Keenanborough"
"","17-Sep-2021 13:20:28","","","333 Jeramy Viaduct","14","778","19214","Sweden","Toyfort"
"","17-Sep-2021 13:20:28","","","9421 Leffler Summit","425","770","16795","Libyan Arab Jamahiriya","Santosmouth"
"","17-Sep-2021 13:20:28","","","24286 Jo Mall","255","363","15065","Senegal","Murazikfort"
"","17-Sep-2021 13:20:28","","","6431 Ferry Dam","173","386","51573","Eritrea","North Corrin"
"","17-Sep-2021 13:20:28","","","90517 Buford Ridges","620","100","73063","Mayotte","Jarodside"
"","17-Sep-2021 13:20:28","","","5358 Lockman Trail","638","611","21494","Antigua and Barbuda","New Leonaborough"
"","17-Sep-2021 13:20:28","","","728 Smith Squares","871","933","18660","Portugal","Wolfffort"
"","17-Sep-2021 13:20:28","","","4279 Weber Route","547","477","98278","Thailand","East Jackie"
"","17-Sep-2021 13:20:28","","","8063 Ima Fords","623","202","14462","Comoros","Port Ivana"
"","17-Sep-2021 13:20:28","","","908 Graham Pines","537","349","59341","Saudi Arabia","West Carlosfort"
"","17-Sep-2021 13:20:28","","","6058 Darwin Trafficway","920","638","39425","Bosnia and Herzegovina","Port Estella"
"","17-Sep-2021 13:20:28","","","703 Batz Way","883","365","51195","Aruba","New Clarenceborough"
"","17-Sep-2021 13:20:28","","","918 Alice Mountains","369","927","62859","Bermuda","New Edmond"
"","17-Sep-2021 13:20:28","","","183 Johnathon Station","164","665","30345","Benin","Predovicmouth"
"","17-Sep-2021 13:20:28","","","2047 Judson Plains","507","460","33328","Mauritius","West Saundra"
"","17-Sep-2021 13:20:28","","","24835 Strosin Mall","345","806","60355","Venezuela","West Norbertofort"
"","17-Sep-2021 13:20:28","","","35472 Mitch Haven","412","498","35547","France","South Angela"
"","17-Sep-2021 13:20:28","","","446 Ike Common","213","608","44690","Luxembourg","Teddychester"
"","17-Sep-2021 13:20:28","","","0767 Coy Prairie","518","44","18883","United States Minor Outlying Islands","South Loganshire"
"","17-Sep-2021 13:20:28","","","0779 Gutmann Route","616","44","88588","Samoa","Port Louriefort"
"","17-Sep-2021 13:20:28","","","735 Lisette Knolls","450","569","52577","Iceland","West Bobby"
"","17-Sep-2021 13:20:28","","","285 Pollich Squares","707","756","31506","Armenia","Florenciaport"
"","17-Sep-2021 13:20:28","","","305 Gottlieb Avenue","387","557","90326","Macao","Lake Gavin"
"","17-Sep-2021 13:20:28","","","095 Shaunta Inlet","299","34","14376","Uganda","South Corrine"
"","17-Sep-2021 13:20:28","","","229 Charlsie Mount","370","433","86861","Comoros","Winnifredbury"
"","17-Sep-2021 13:20:28","","","7956 Claire Mountain","488","386","46882","Slovenia","Kattiemouth"
"","17-Sep-2021 13:20:28","","","65494 Murphy Curve","11","230","59675","Syrian Arab Republic","Elainefurt"
"","17-Sep-2021 13:20:28","","","17405 Douglas Circles","275","43","87559","Thailand","Lake Steve"
"","17-Sep-2021 13:20:28","","","148 Willian Stravenue","216","269","50737","Heard Island and McDonald Islands","New Arden"
"","17-Sep-2021 13:20:28","","","762 Hahn Port","495","779","91313","Montenegro","East Jesus"
"","17-Sep-2021 13:20:28","","","253 Lakin Forks","257","626","64225","Iceland","Benport"
"","17-Sep-2021 13:20:28","","","23259 Kuhn Mount","855","702","17678","Cayman Islands","Schadenport"
"","17-Sep-2021 13:20:28","","","2322 Lang Grove","136","927","15783","Burundi","East Teriport"
"","17-Sep-2021 13:20:28","","","209 Cecila Isle","71","866","91017","Lithuania","Murrayview"
"","17-Sep-2021 13:20:28","","","7919 Jazmine Stream","899","735","99122","Benin","Launamouth"
"","17-Sep-2021 13:20:28","","","645 Woodrow Green","879","770","97131","Grenada","East Evettefurt"
"","17-Sep-2021 13:20:28","","","3807 Galen Ford","20","893","20570","Canada","Willaview"
"","17-Sep-2021 13:20:28","","","105 Zboncak Rapid","97","467","74396","Micronesia","Port Eusebio"
"","17-Sep-2021 13:20:28","","","08539 Hoeger Trace","688","852","56039","Guatemala","East Kirstin"
"","17-Sep-2021 13:20:28","","","18445 Aida Wall","566","566","14478","Slovenia","Starkshire"
"","17-Sep-2021 13:20:28","","","9464 Yuonne Bypass","915","425","37434","Qatar","Melvinland"
"","17-Sep-2021 13:20:28","","","35444 Sebastian Throughway","184","15","54047","Sudan","Spinkaside"
"","17-Sep-2021 13:20:28","","","5883 Lura Place","462","142","91530","Cape Verde","West Galeton"
"","17-Sep-2021 13:20:28","","","3568 Gusikowski Spring","461","413","16893","Bahrain","Tremblaychester"
"","17-Sep-2021 13:20:28","","","0276 Danny Fork","946","527","98834","Solomon Islands","West Teodoroberg"
"","17-Sep-2021 13:20:28","","","6875 Reynolds Cove","477","95","99328","Israel","East Jewel"
"","17-Sep-2021 13:20:28","","","034 O'Conner Vista","331","785","51396","Macedonia","McDermottmouth"
"","17-Sep-2021 13:20:28","","","31849 Luigi Station","162","943","20775","Vietnam","East Lanellfurt"
"","17-Sep-2021 13:20:28","","","0064 Mitchell Shoals","600","845","88230","Hungary","New Odellberg"
"","17-Sep-2021 13:20:28","","","322 Sauer Expressway","477","817","66979","Christmas Island","Caitlinfurt"
"","17-Sep-2021 13:20:28","","","48264 Ortiz Cliffs","713","952","76421","Andorra","Louiston"
"","17-Sep-2021 13:20:28","","","1570 Stokes Canyon","278","932","76602","Iran","Wardland"
"","17-Sep-2021 13:20:28","","","8994 MacGyver Branch","970","506","71787","China","New Tajuana"
"","17-Sep-2021 13:20:28","","","1672 Lincoln Roads","675","309","27393","Dominican Republic","Shieldsburgh"
"","17-Sep-2021 13:20:28","","","3165 Beatty Extensions","30","770","35676","Nicaragua","Gleichnerport"
"","17-Sep-2021 13:20:28","","","6812 Fidel Points","90","664","88453","Saint Pierre and Miquelon","Leifville"
"","17-Sep-2021 13:20:28","","","9213 Upton Forges","461","275","10648","Dominica","O'Reillymouth"
"","17-Sep-2021 13:20:28","","","0018 Suzanna Flats","932","516","72664","Somalia","Lake Arlenehaven"
"","17-Sep-2021 13:20:28","","","0917 Bruen Mills","218","425","35152","Thailand","Lake Timothy"
"","17-Sep-2021 13:20:28","","","080 Maude Park","254","745","11964","Botswana","Watsicaton"
"","17-Sep-2021 13:20:28","","","508 Nerissa Rue","547","447","20590","Tanzania","Mardellhaven"
"","17-Sep-2021 13:20:28","","","84623 Runolfsson Port","515","958","30189","Hong Kong","Forrestborough"
"","17-Sep-2021 13:20:28","","","55146 Matthew Crescent","782","755","57628","Austria","North Julietaton"
"","17-Sep-2021 13:20:28","","","3132 Carroll Ferry","954","621","67336","Azerbaijan","North Roseleebury"
"","17-Sep-2021 13:20:28","","","8420 Sparkle Heights","918","975","60899","Georgia","Bechtelarmouth"
"","17-Sep-2021 13:20:28","","","382 Micheal Glen","644","776","36556","Fiji","South Leoton"
"","17-Sep-2021 13:20:28","","","15114 Ross Fall","241","547","48747","Cote d'Ivoire","Jacobsberg"
"","17-Sep-2021 13:20:28","","","9029 Kilback Drive","864","130","45916","Saint Helena","Garytown"
"","17-Sep-2021 13:20:28","","","20330 Kessler Mall","424","677","89013","Eritrea","Zemlakmouth"
"","17-Sep-2021 13:20:28","","","0306 Fritsch Stream","261","877","38791","Colombia","Port Ronni"
"","17-Sep-2021 13:20:28","","","7021 Jeffrey Forges","339","57","94991","Lebanon","Laureneton"
"","17-Sep-2021 13:20:28","","","40751 Alexa Shore","188","746","24890","United States Minor Outlying Islands","North Larryshire"
"","17-Sep-2021 13:20:28","","","110 Hodkiewicz Turnpike","554","298","24259","Kenya","Bergstromshire"
"","17-Sep-2021 13:20:28","","","8692 Wilburn Lakes","735","211","55685","Brazil","Marjorieberg"
"","17-Sep-2021 13:20:28","","","6732 Morissette Ridge","189","215","69664","New Zealand","West Josefinaberg"
"","17-Sep-2021 13:20:28","","","589 Kulas Junction","536","76","19433","Antigua and Barbuda","Funkton"
"","17-Sep-2021 13:20:28","","","863 Connelly Land","38","565","19689","Anguilla","Torphyberg"
"","17-Sep-2021 13:20:28","","","455 Elsy Trail","469","217","50138","Grenada","East Haywood"
"","17-Sep-2021 13:20:28","","","7402 Rigoberto Mountains","62","367","50633","Luxembourg","Nancieview"
"","17-Sep-2021 13:20:28","","","404 Graham Crossing","601","251","11247","Liechtenstein","Christiansentown"
"","17-Sep-2021 13:20:28","","","75516 Batz Mews","354","7","30277","Trinidad and Tobago","Adelaidechester"
"","17-Sep-2021 13:20:28","","","5499 Abernathy Plain","75","192","63520","Virgin Islands, U.S.","West Harlanstad"
"","17-Sep-2021 13:20:28","","","49427 Hackett Land","802","361","81059","Bhutan","Heathcoteland"
"","17-Sep-2021 13:20:28","","","0519 Jones Key","762","921","75232","Austria","Shanellemouth"
"","17-Sep-2021 13:20:28","","","29096 Stracke Prairie","373","382","84910","Virgin Islands, U.S.","Port Inland"
"","17-Sep-2021 13:20:28","","","605 Luettgen Spur","209","226","21050","Colombia","Celsaview"
"","17-Sep-2021 13:20:28","","","7382 Clayton Bridge","572","435","82851","Poland","North Annamariachester"
"","17-Sep-2021 13:20:28","","","0479 Bradtke Lakes","36","430","23664","Equatorial Guinea","Clifffort"
"","17-Sep-2021 13:20:28","","","6565 Kerri Lodge","50","477","52668","Mauritania","Volkmanshire"
"","17-Sep-2021 13:20:28","","","88040 Greta Well","206","337","14576","Niger","Carleeton"
"","17-Sep-2021 13:20:28","","","8791 Abbott Neck","415","244","36358","Peru","New Kacey"
"","17-Sep-2021 13:20:28","","","928 Tillman Skyway","178","121","39715","Greenland","Cheyennebury"
"","17-Sep-2021 13:20:28","","","36526 Miesha Terrace","162","221","66313","Belgium","Halbury"
"","17-Sep-2021 13:20:28","","","834 Bradtke Locks","76","563","88088","Solomon Islands","North Valeria"
"","17-Sep-2021 13:20:28","","","32960 Ola Creek","807","937","32800","Liechtenstein","Lake Kimberlychester"
"","17-Sep-2021 13:20:28","","","897 Michelina Ports","531","369","59363","Tunisia","West Ninfa"
"","17-Sep-2021 13:20:28","","","845 Feeney Prairie","805","221","23427","Lesotho","West Georgene"
"","17-Sep-2021 13:20:28","","","76720 Kassulke Skyway","334","935","54561","Honduras","Port Slyviaport"
"","17-Sep-2021 13:20:28","","","56691 Johns Road","725","610","41213","Central African Republic","Casperport"
"","17-Sep-2021 13:20:28","","","328 Norris Union","580","428","21637","Fiji","South Lucien"
"","17-Sep-2021 13:20:28","","","696 Racquel Prairie","881","740","42236","Maldives","North Pasqualeberg"
"","17-Sep-2021 13:20:28","","","92294 Karl Way","250","662","54461","Turks and Caicos Islands","Runteside"
"","17-Sep-2021 13:20:28","","","9384 Cristin Common","43","637","22003","Montserrat","Cristborough"
"","17-Sep-2021 13:20:28","","","102 Angelo Locks","546","711","37198","Syrian Arab Republic","Reggieton"
"","17-Sep-2021 13:20:28","","","91112 Towne Landing","558","536","83749","Bosnia and Herzegovina","Vivianabury"
"","17-Sep-2021 13:20:28","","","1947 Cruickshank Curve","968","897","32925","Serbia","North Ivory"
"","17-Sep-2021 13:20:28","","","82122 Venetta Causeway","923","7","30048","Wallis and Futuna","Raynorshire"
"","17-Sep-2021 13:20:28","","","76115 Luise Circle","253","489","41292","Antigua and Barbuda","Kuhicmouth"
"","17-Sep-2021 13:20:28","","","0505 Jessenia Extensions","57","540","74091","Iceland","North Kristiside"
"","17-Sep-2021 13:20:28","","","420 Christina Skyway","772","448","63856","Kiribati","Errolstad"
"","17-Sep-2021 13:20:28","","","021 Paris Pine","54","525","58268","Mongolia","Port Vincentfurt"
"","17-Sep-2021 13:20:28","","","106 Sawayn Landing","35","806","16672","Albania","New Nohemi"
"","17-Sep-2021 13:20:28","","","88010 Stoltenberg Plains","58","433","85397","Guatemala","Jaimeeborough"
"","17-Sep-2021 13:20:28","","","33675 Gertude Harbors","7","935","26610","Christmas Island","East Karlborough"
"","17-Sep-2021 13:20:28","","","97527 Kanesha Curve","470","589","13794","Belarus","New Rubyeton"
"","17-Sep-2021 13:20:28","","","4109 Lindsay Orchard","426","656","20332","Papua New Guinea","Adenaland"
"","17-Sep-2021 13:20:28","","","1013 Blake Radial","583","656","88895","Antigua and Barbuda","Stacyville"
"","17-Sep-2021 13:20:28","","","7030 Leigh Island","639","945","98225","Saint Lucia","East Coreen"
