"id","date_created","date_deleted","date_updated","price","room_number","room_type","hotel_id"
"","17-Sep-2021 13:20:29","","","4545.0","331","SINGLE",""
"","17-Sep-2021 13:20:29","","","4117.0","215","DELUXE",""
"","17-Sep-2021 13:20:29","","","2262.0","140","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4687.0","936","FAMILY",""
"","17-Sep-2021 13:20:29","","","1422.0","673","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1469.0","392","FAMILY",""
"","17-Sep-2021 13:20:29","","","3116.0","294","DELUXE",""
"","17-Sep-2021 13:20:29","","","582.0","721","FAMILY",""
"","17-Sep-2021 13:20:29","","","2163.0","224","DELUXE",""
"","17-Sep-2021 13:20:29","","","1282.0","534","FAMILY",""
"","17-Sep-2021 13:20:29","","","738.0","189","DELUXE",""
"","17-Sep-2021 13:20:29","","","1872.0","205","FAMILY",""
"","17-Sep-2021 13:20:29","","","1238.0","595","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3396.0","954","SINGLE",""
"","17-Sep-2021 13:20:29","","","3109.0","728","FAMILY",""
"","17-Sep-2021 13:20:29","","","4091.0","586","SINGLE",""
"","17-Sep-2021 13:20:29","","","1717.0","141","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1847.0","221","DELUXE",""
"","17-Sep-2021 13:20:29","","","280.0","233","FAMILY",""
"","17-Sep-2021 13:20:29","","","2710.0","2","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2694.0","318","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2353.0","221","FAMILY",""
"","17-Sep-2021 13:20:29","","","2298.0","116","FAMILY",""
"","17-Sep-2021 13:20:29","","","3929.0","508","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1732.0","755","FAMILY",""
"","17-Sep-2021 13:20:29","","","3404.0","456","FAMILY",""
"","17-Sep-2021 13:20:29","","","1112.0","815","FAMILY",""
"","17-Sep-2021 13:20:29","","","2431.0","174","DELUXE",""
"","17-Sep-2021 13:20:29","","","4036.0","465","FAMILY",""
"","17-Sep-2021 13:20:29","","","1296.0","497","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4646.0","482","DOUBLE",""
"","17-Sep-2021 13:20:29","","","688.0","959","SINGLE",""
"","17-Sep-2021 13:20:29","","","674.0","931","FAMILY",""
"","17-Sep-2021 13:20:29","","","512.0","277","FAMILY",""
"","17-Sep-2021 13:20:29","","","1683.0","82","FAMILY",""
"","17-Sep-2021 13:20:29","","","4269.0","863","DOUBLE",""
"","17-Sep-2021 13:20:29","","","38.0","439","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2754.0","836","FAMILY",""
"","17-Sep-2021 13:20:29","","","643.0","228","DELUXE",""
"","17-Sep-2021 13:20:29","","","2689.0","743","DELUXE",""
"","17-Sep-2021 13:20:29","","","34.0","45","DELUXE",""
"","17-Sep-2021 13:20:29","","","469.0","593","DELUXE",""
"","17-Sep-2021 13:20:29","","","843.0","363","DELUXE",""
"","17-Sep-2021 13:20:29","","","2264.0","81","DOUBLE",""
"","17-Sep-2021 13:20:29","","","732.0","280","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4005.0","915","FAMILY",""
"","17-Sep-2021 13:20:29","","","2115.0","566","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2982.0","527","FAMILY",""
"","17-Sep-2021 13:20:29","","","1686.0","555","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4290.0","247","FAMILY",""
"","17-Sep-2021 13:20:29","","","3843.0","831","SINGLE",""
"","17-Sep-2021 13:20:29","","","3163.0","166","DELUXE",""
"","17-Sep-2021 13:20:29","","","1688.0","342","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2967.0","749","FAMILY",""
"","17-Sep-2021 13:20:29","","","3067.0","1","DELUXE",""
"","17-Sep-2021 13:20:29","","","4763.0","418","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2634.0","893","DELUXE",""
"","17-Sep-2021 13:20:29","","","4002.0","401","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4802.0","829","SINGLE",""
"","17-Sep-2021 13:20:29","","","4276.0","5","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4185.0","944","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2463.0","371","DELUXE",""
"","17-Sep-2021 13:20:29","","","3915.0","138","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3494.0","243","DELUXE",""
"","17-Sep-2021 13:20:29","","","1248.0","513","DELUXE",""
"","17-Sep-2021 13:20:29","","","2236.0","637","FAMILY",""
"","17-Sep-2021 13:20:29","","","3551.0","357","FAMILY",""
"","17-Sep-2021 13:20:29","","","1700.0","823","FAMILY",""
"","17-Sep-2021 13:20:29","","","4360.0","636","DELUXE",""
"","17-Sep-2021 13:20:29","","","4868.0","673","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1268.0","568","FAMILY",""
"","17-Sep-2021 13:20:29","","","849.0","14","FAMILY",""
"","17-Sep-2021 13:20:29","","","549.0","553","FAMILY",""
"","17-Sep-2021 13:20:29","","","729.0","213","FAMILY",""
"","17-Sep-2021 13:20:29","","","3591.0","534","FAMILY",""
"","17-Sep-2021 13:20:29","","","4018.0","133","DELUXE",""
"","17-Sep-2021 13:20:29","","","982.0","457","DELUXE",""
"","17-Sep-2021 13:20:29","","","3092.0","511","FAMILY",""
"","17-Sep-2021 13:20:29","","","3140.0","370","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4304.0","754","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4344.0","275","DOUBLE",""
"","17-Sep-2021 13:20:29","","","100.0","484","DELUXE",""
"","17-Sep-2021 13:20:29","","","194.0","49","FAMILY",""
"","17-Sep-2021 13:20:29","","","2908.0","586","DELUXE",""
"","17-Sep-2021 13:20:29","","","4183.0","379","FAMILY",""
"","17-Sep-2021 13:20:29","","","4643.0","559","FAMILY",""
"","17-Sep-2021 13:20:29","","","4347.0","297","DOUBLE",""
"","17-Sep-2021 13:20:29","","","121.0","512","DELUXE",""
"","17-Sep-2021 13:20:29","","","2856.0","493","DELUXE",""
"","17-Sep-2021 13:20:29","","","1848.0","468","SINGLE",""
"","17-Sep-2021 13:20:29","","","3038.0","219","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3503.0","944","FAMILY",""
"","17-Sep-2021 13:20:29","","","701.0","222","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3251.0","310","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2217.0","261","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3493.0","695","FAMILY",""
"","17-Sep-2021 13:20:29","","","4490.0","62","FAMILY",""
"","17-Sep-2021 13:20:29","","","4831.0","25","FAMILY",""
"","17-Sep-2021 13:20:29","","","1763.0","284","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1417.0","271","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1730.0","329","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1925.0","681","DELUXE",""
"","17-Sep-2021 13:20:29","","","368.0","789","FAMILY",""
"","17-Sep-2021 13:20:29","","","4398.0","926","SINGLE",""
"","17-Sep-2021 13:20:29","","","2689.0","568","DELUXE",""
"","17-Sep-2021 13:20:29","","","1421.0","360","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3544.0","579","SINGLE",""
"","17-Sep-2021 13:20:29","","","2379.0","436","DELUXE",""
"","17-Sep-2021 13:20:29","","","1777.0","405","FAMILY",""
"","17-Sep-2021 13:20:29","","","795.0","237","DELUXE",""
"","17-Sep-2021 13:20:29","","","787.0","89","FAMILY",""
"","17-Sep-2021 13:20:29","","","1906.0","358","FAMILY",""
"","17-Sep-2021 13:20:29","","","3237.0","493","FAMILY",""
"","17-Sep-2021 13:20:29","","","3646.0","400","FAMILY",""
"","17-Sep-2021 13:20:29","","","1166.0","241","FAMILY",""
"","17-Sep-2021 13:20:29","","","4416.0","123","DOUBLE",""
"","17-Sep-2021 13:20:29","","","208.0","227","FAMILY",""
"","17-Sep-2021 13:20:29","","","462.0","845","FAMILY",""
"","17-Sep-2021 13:20:29","","","914.0","595","FAMILY",""
"","17-Sep-2021 13:20:29","","","4262.0","467","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4801.0","615","DOUBLE",""
"","17-Sep-2021 13:20:29","","","619.0","112","FAMILY",""
"","17-Sep-2021 13:20:29","","","614.0","652","FAMILY",""
"","17-Sep-2021 13:20:29","","","1959.0","673","SINGLE",""
"","17-Sep-2021 13:20:29","","","644.0","572","FAMILY",""
"","17-Sep-2021 13:20:29","","","1113.0","63","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2244.0","340","DELUXE",""
"","17-Sep-2021 13:20:29","","","1553.0","60","SINGLE",""
"","17-Sep-2021 13:20:29","","","4917.0","447","DELUXE",""
"","17-Sep-2021 13:20:29","","","715.0","425","FAMILY",""
"","17-Sep-2021 13:20:29","","","1968.0","531","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1335.0","435","SINGLE",""
"","17-Sep-2021 13:20:29","","","2402.0","737","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3664.0","255","FAMILY",""
"","17-Sep-2021 13:20:29","","","1063.0","696","DELUXE",""
"","17-Sep-2021 13:20:29","","","403.0","891","SINGLE",""
"","17-Sep-2021 13:20:29","","","3315.0","712","DOUBLE",""
"","17-Sep-2021 13:20:29","","","99.0","853","DELUXE",""
"","17-Sep-2021 13:20:29","","","4669.0","935","FAMILY",""
"","17-Sep-2021 13:20:29","","","528.0","822","SINGLE",""
"","17-Sep-2021 13:20:29","","","1606.0","868","FAMILY",""
"","17-Sep-2021 13:20:29","","","2090.0","104","SINGLE",""
"","17-Sep-2021 13:20:29","","","948.0","305","FAMILY",""
"","17-Sep-2021 13:20:29","","","276.0","390","SINGLE",""
"","17-Sep-2021 13:20:29","","","3801.0","749","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3892.0","176","DOUBLE",""
"","17-Sep-2021 13:20:29","","","173.0","750","FAMILY",""
"","17-Sep-2021 13:20:29","","","790.0","430","DOUBLE",""
"","17-Sep-2021 13:20:29","","","161.0","872","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4022.0","811","DELUXE",""
"","17-Sep-2021 13:20:29","","","1960.0","601","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1607.0","870","FAMILY",""
"","17-Sep-2021 13:20:29","","","1345.0","221","FAMILY",""
"","17-Sep-2021 13:20:29","","","4669.0","387","DELUXE",""
"","17-Sep-2021 13:20:29","","","124.0","812","FAMILY",""
"","17-Sep-2021 13:20:29","","","2634.0","715","FAMILY",""
"","17-Sep-2021 13:20:29","","","3430.0","122","DELUXE",""
"","17-Sep-2021 13:20:29","","","3725.0","310","SINGLE",""
"","17-Sep-2021 13:20:29","","","91.0","153","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3165.0","113","DELUXE",""
"","17-Sep-2021 13:20:29","","","3152.0","902","DELUXE",""
"","17-Sep-2021 13:20:29","","","2651.0","202","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2728.0","740","FAMILY",""
"","17-Sep-2021 13:20:29","","","3611.0","633","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2280.0","45","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4301.0","520","FAMILY",""
"","17-Sep-2021 13:20:29","","","1383.0","810","DELUXE",""
"","17-Sep-2021 13:20:29","","","3022.0","703","FAMILY",""
"","17-Sep-2021 13:20:29","","","2895.0","219","SINGLE",""
"","17-Sep-2021 13:20:29","","","594.0","864","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1361.0","765","SINGLE",""
"","17-Sep-2021 13:20:29","","","802.0","100","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4729.0","324","FAMILY",""
"","17-Sep-2021 13:20:29","","","3921.0","129","DELUXE",""
"","17-Sep-2021 13:20:29","","","2682.0","589","SINGLE",""
"","17-Sep-2021 13:20:29","","","3221.0","254","FAMILY",""
"","17-Sep-2021 13:20:29","","","4319.0","769","DELUXE",""
"","17-Sep-2021 13:20:29","","","2692.0","954","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4402.0","433","FAMILY",""
"","17-Sep-2021 13:20:29","","","2140.0","852","DELUXE",""
"","17-Sep-2021 13:20:29","","","3202.0","727","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2833.0","375","FAMILY",""
"","17-Sep-2021 13:20:29","","","1745.0","733","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4645.0","140","FAMILY",""
"","17-Sep-2021 13:20:29","","","1112.0","501","SINGLE",""
"","17-Sep-2021 13:20:29","","","2849.0","679","DOUBLE",""
"","17-Sep-2021 13:20:29","","","767.0","325","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3214.0","288","FAMILY",""
"","17-Sep-2021 13:20:29","","","2881.0","317","FAMILY",""
"","17-Sep-2021 13:20:29","","","3129.0","117","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4043.0","742","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3530.0","667","FAMILY",""
"","17-Sep-2021 13:20:29","","","4451.0","705","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2648.0","408","DELUXE",""
"","17-Sep-2021 13:20:29","","","1102.0","172","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4667.0","224","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3390.0","80","SINGLE",""
"","17-Sep-2021 13:20:29","","","422.0","247","DOUBLE",""
"","17-Sep-2021 13:20:29","","","765.0","407","DOUBLE",""
"","17-Sep-2021 13:20:29","","","909.0","139","FAMILY",""
"","17-Sep-2021 13:20:29","","","3107.0","573","FAMILY",""
"","17-Sep-2021 13:20:29","","","3740.0","258","DELUXE",""
"","17-Sep-2021 13:20:29","","","3643.0","931","FAMILY",""
"","17-Sep-2021 13:20:29","","","3674.0","887","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2052.0","267","DELUXE",""
"","17-Sep-2021 13:20:29","","","4764.0","894","DOUBLE",""
"","17-Sep-2021 13:20:29","","","757.0","457","SINGLE",""
"","17-Sep-2021 13:20:29","","","4172.0","687","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4250.0","153","SINGLE",""
"","17-Sep-2021 13:20:29","","","2052.0","331","SINGLE",""
"","17-Sep-2021 13:20:29","","","2285.0","166","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1037.0","495","FAMILY",""
"","17-Sep-2021 13:20:29","","","1068.0","535","FAMILY",""
"","17-Sep-2021 13:20:29","","","1969.0","379","DELUXE",""
"","17-Sep-2021 13:20:29","","","69.0","232","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1824.0","741","DELUXE",""
"","17-Sep-2021 13:20:29","","","1448.0","19","FAMILY",""
"","17-Sep-2021 13:20:29","","","4531.0","965","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1392.0","864","FAMILY",""
"","17-Sep-2021 13:20:29","","","1628.0","210","DELUXE",""
"","17-Sep-2021 13:20:29","","","4879.0","642","FAMILY",""
"","17-Sep-2021 13:20:29","","","968.0","691","FAMILY",""
"","17-Sep-2021 13:20:29","","","4228.0","285","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1498.0","515","FAMILY",""
"","17-Sep-2021 13:20:29","","","2972.0","671","DELUXE",""
"","17-Sep-2021 13:20:29","","","3548.0","129","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4929.0","702","FAMILY",""
"","17-Sep-2021 13:20:29","","","243.0","202","SINGLE",""
"","17-Sep-2021 13:20:29","","","3026.0","653","DOUBLE",""
"","17-Sep-2021 13:20:29","","","976.0","956","DELUXE",""
"","17-Sep-2021 13:20:29","","","2670.0","683","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3614.0","499","SINGLE",""
"","17-Sep-2021 13:20:29","","","2260.0","330","FAMILY",""
"","17-Sep-2021 13:20:29","","","294.0","973","DELUXE",""
"","17-Sep-2021 13:20:29","","","2099.0","175","FAMILY",""
"","17-Sep-2021 13:20:29","","","180.0","108","DELUXE",""
"","17-Sep-2021 13:20:29","","","3386.0","726","DELUXE",""
"","17-Sep-2021 13:20:29","","","1995.0","146","FAMILY",""
"","17-Sep-2021 13:20:29","","","4713.0","159","FAMILY",""
"","17-Sep-2021 13:20:29","","","1043.0","719","FAMILY",""
"","17-Sep-2021 13:20:29","","","4732.0","494","FAMILY",""
"","17-Sep-2021 13:20:29","","","2342.0","946","SINGLE",""
"","17-Sep-2021 13:20:29","","","552.0","789","FAMILY",""
"","17-Sep-2021 13:20:29","","","1920.0","841","SINGLE",""
"","17-Sep-2021 13:20:29","","","3416.0","403","FAMILY",""
"","17-Sep-2021 13:20:29","","","823.0","268","DELUXE",""
"","17-Sep-2021 13:20:29","","","4392.0","860","SINGLE",""
"","17-Sep-2021 13:20:29","","","4809.0","62","FAMILY",""
"","17-Sep-2021 13:20:29","","","568.0","680","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4303.0","416","FAMILY",""
"","17-Sep-2021 13:20:29","","","3676.0","248","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3003.0","518","FAMILY",""
"","17-Sep-2021 13:20:29","","","2526.0","806","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2954.0","461","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4247.0","381","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3355.0","919","DELUXE",""
"","17-Sep-2021 13:20:29","","","4153.0","682","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4460.0","132","DELUXE",""
"","17-Sep-2021 13:20:29","","","1434.0","603","DELUXE",""
"","17-Sep-2021 13:20:29","","","3994.0","153","SINGLE",""
"","17-Sep-2021 13:20:29","","","451.0","925","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3538.0","804","DOUBLE",""
"","17-Sep-2021 13:20:29","","","269.0","617","DELUXE",""
"","17-Sep-2021 13:20:29","","","488.0","74","FAMILY",""
"","17-Sep-2021 13:20:29","","","1442.0","554","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4913.0","55","FAMILY",""
"","17-Sep-2021 13:20:29","","","4931.0","810","FAMILY",""
"","17-Sep-2021 13:20:29","","","2439.0","395","DELUXE",""
"","17-Sep-2021 13:20:29","","","3864.0","452","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1097.0","628","FAMILY",""
"","17-Sep-2021 13:20:29","","","2523.0","369","FAMILY",""
"","17-Sep-2021 13:20:29","","","4671.0","913","DOUBLE",""
"","17-Sep-2021 13:20:29","","","331.0","640","FAMILY",""
"","17-Sep-2021 13:20:29","","","3536.0","666","FAMILY",""
"","17-Sep-2021 13:20:29","","","460.0","17","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4124.0","297","DELUXE",""
"","17-Sep-2021 13:20:29","","","2120.0","973","SINGLE",""
"","17-Sep-2021 13:20:29","","","699.0","574","SINGLE",""
"","17-Sep-2021 13:20:29","","","3737.0","520","FAMILY",""
"","17-Sep-2021 13:20:29","","","246.0","813","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3209.0","817","SINGLE",""
"","17-Sep-2021 13:20:29","","","3952.0","190","DELUXE",""
"","17-Sep-2021 13:20:29","","","4862.0","53","SINGLE",""
"","17-Sep-2021 13:20:29","","","2910.0","710","DELUXE",""
"","17-Sep-2021 13:20:29","","","1279.0","241","SINGLE",""
"","17-Sep-2021 13:20:29","","","3241.0","442","FAMILY",""
"","17-Sep-2021 13:20:29","","","3106.0","618","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4583.0","419","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4676.0","45","FAMILY",""
"","17-Sep-2021 13:20:29","","","2423.0","45","DELUXE",""
"","17-Sep-2021 13:20:29","","","3877.0","775","SINGLE",""
"","17-Sep-2021 13:20:29","","","610.0","738","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3899.0","104","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1263.0","451","DELUXE",""
"","17-Sep-2021 13:20:29","","","1633.0","830","FAMILY",""
"","17-Sep-2021 13:20:29","","","4050.0","934","DELUXE",""
"","17-Sep-2021 13:20:29","","","3183.0","584","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3136.0","703","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4726.0","347","DELUXE",""
"","17-Sep-2021 13:20:29","","","2771.0","594","FAMILY",""
"","17-Sep-2021 13:20:29","","","2084.0","306","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2371.0","267","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1532.0","37","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4351.0","191","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2268.0","646","FAMILY",""
"","17-Sep-2021 13:20:29","","","1092.0","384","FAMILY",""
"","17-Sep-2021 13:20:29","","","1679.0","651","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1500.0","438","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1554.0","673","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2457.0","596","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1786.0","845","FAMILY",""
"","17-Sep-2021 13:20:29","","","1610.0","66","DELUXE",""
"","17-Sep-2021 13:20:29","","","3910.0","852","SINGLE",""
"","17-Sep-2021 13:20:29","","","1217.0","75","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2569.0","157","FAMILY",""
"","17-Sep-2021 13:20:29","","","1030.0","545","FAMILY",""
"","17-Sep-2021 13:20:29","","","4134.0","977","FAMILY",""
"","17-Sep-2021 13:20:29","","","1687.0","146","FAMILY",""
"","17-Sep-2021 13:20:29","","","805.0","257","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1339.0","506","DOUBLE",""
"","17-Sep-2021 13:20:29","","","96.0","208","FAMILY",""
"","17-Sep-2021 13:20:29","","","2754.0","234","DELUXE",""
"","17-Sep-2021 13:20:29","","","1390.0","317","DELUXE",""
"","17-Sep-2021 13:20:29","","","4073.0","867","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2346.0","479","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1912.0","12","DELUXE",""
"","17-Sep-2021 13:20:29","","","3218.0","618","FAMILY",""
"","17-Sep-2021 13:20:29","","","493.0","219","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2218.0","475","FAMILY",""
"","17-Sep-2021 13:20:29","","","2020.0","442","FAMILY",""
"","17-Sep-2021 13:20:29","","","3093.0","474","FAMILY",""
"","17-Sep-2021 13:20:29","","","4151.0","961","SINGLE",""
"","17-Sep-2021 13:20:29","","","2795.0","8","DELUXE",""
"","17-Sep-2021 13:20:29","","","2599.0","565","DELUXE",""
"","17-Sep-2021 13:20:29","","","448.0","531","DOUBLE",""
"","17-Sep-2021 13:20:29","","","412.0","847","SINGLE",""
"","17-Sep-2021 13:20:29","","","3416.0","709","FAMILY",""
"","17-Sep-2021 13:20:29","","","1797.0","746","FAMILY",""
"","17-Sep-2021 13:20:29","","","111.0","795","SINGLE",""
"","17-Sep-2021 13:20:29","","","2149.0","467","SINGLE",""
"","17-Sep-2021 13:20:29","","","1942.0","369","FAMILY",""
"","17-Sep-2021 13:20:29","","","4576.0","189","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3625.0","816","FAMILY",""
"","17-Sep-2021 13:20:29","","","3725.0","688","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1416.0","922","DELUXE",""
"","17-Sep-2021 13:20:29","","","3096.0","463","SINGLE",""
"","17-Sep-2021 13:20:29","","","722.0","948","FAMILY",""
"","17-Sep-2021 13:20:29","","","3943.0","232","DOUBLE",""
"","17-Sep-2021 13:20:29","","","905.0","761","DOUBLE",""
"","17-Sep-2021 13:20:29","","","370.0","378","FAMILY",""
"","17-Sep-2021 13:20:29","","","530.0","851","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1641.0","743","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3899.0","374","DELUXE",""
"","17-Sep-2021 13:20:29","","","3420.0","344","FAMILY",""
"","17-Sep-2021 13:20:29","","","3934.0","235","DELUXE",""
"","17-Sep-2021 13:20:29","","","2657.0","277","FAMILY",""
"","17-Sep-2021 13:20:29","","","3843.0","916","SINGLE",""
"","17-Sep-2021 13:20:29","","","233.0","818","FAMILY",""
"","17-Sep-2021 13:20:29","","","1294.0","510","FAMILY",""
"","17-Sep-2021 13:20:29","","","4062.0","650","FAMILY",""
"","17-Sep-2021 13:20:29","","","4900.0","460","FAMILY",""
"","17-Sep-2021 13:20:29","","","543.0","522","DELUXE",""
"","17-Sep-2021 13:20:29","","","3612.0","740","FAMILY",""
"","17-Sep-2021 13:20:29","","","1409.0","819","FAMILY",""
"","17-Sep-2021 13:20:29","","","251.0","443","DELUXE",""
"","17-Sep-2021 13:20:29","","","1930.0","80","FAMILY",""
"","17-Sep-2021 13:20:29","","","72.0","114","FAMILY",""
"","17-Sep-2021 13:20:29","","","1005.0","887","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2099.0","119","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4901.0","500","FAMILY",""
"","17-Sep-2021 13:20:29","","","3208.0","171","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2703.0","394","FAMILY",""
"","17-Sep-2021 13:20:29","","","142.0","556","FAMILY",""
"","17-Sep-2021 13:20:29","","","799.0","891","DELUXE",""
"","17-Sep-2021 13:20:29","","","1209.0","366","FAMILY",""
"","17-Sep-2021 13:20:29","","","376.0","869","DELUXE",""
"","17-Sep-2021 13:20:29","","","3622.0","225","DELUXE",""
"","17-Sep-2021 13:20:29","","","3028.0","64","FAMILY",""
"","17-Sep-2021 13:20:29","","","3208.0","708","DOUBLE",""
"","17-Sep-2021 13:20:29","","","122.0","819","DOUBLE",""
"","17-Sep-2021 13:20:29","","","908.0","388","FAMILY",""
"","17-Sep-2021 13:20:29","","","4685.0","319","FAMILY",""
"","17-Sep-2021 13:20:29","","","3788.0","845","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4879.0","142","FAMILY",""
"","17-Sep-2021 13:20:29","","","4748.0","943","SINGLE",""
"","17-Sep-2021 13:20:29","","","1647.0","892","DELUXE",""
"","17-Sep-2021 13:20:29","","","313.0","377","DELUXE",""
"","17-Sep-2021 13:20:29","","","3567.0","373","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2489.0","717","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2911.0","247","DOUBLE",""
"","17-Sep-2021 13:20:29","","","70.0","320","SINGLE",""
"","17-Sep-2021 13:20:29","","","2263.0","437","DELUXE",""
"","17-Sep-2021 13:20:29","","","770.0","322","FAMILY",""
"","17-Sep-2021 13:20:29","","","1149.0","222","DELUXE",""
"","17-Sep-2021 13:20:29","","","1747.0","894","DOUBLE",""
"","17-Sep-2021 13:20:29","","","3434.0","55","SINGLE",""
"","17-Sep-2021 13:20:29","","","2069.0","886","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4840.0","572","FAMILY",""
"","17-Sep-2021 13:20:29","","","1685.0","483","DELUXE",""
"","17-Sep-2021 13:20:29","","","2185.0","873","SINGLE",""
"","17-Sep-2021 13:20:29","","","4065.0","240","DELUXE",""
"","17-Sep-2021 13:20:29","","","4698.0","143","SINGLE",""
"","17-Sep-2021 13:20:29","","","3801.0","724","DOUBLE",""
"","17-Sep-2021 13:20:29","","","1353.0","955","FAMILY",""
"","17-Sep-2021 13:20:29","","","448.0","945","DOUBLE",""
"","17-Sep-2021 13:20:29","","","2683.0","816","FAMILY",""
"","17-Sep-2021 13:20:29","","","4071.0","39","SINGLE",""
"","17-Sep-2021 13:20:29","","","95.0","868","DOUBLE",""
"","17-Sep-2021 13:20:29","","","4647.0","183","DOUBLE",""
